sample_name,life_stage_age,simple_biosample_summary,target,input
Ets65A_ENCSR811GFT_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain ets3-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Ets65A,Ets65A,input_ENCSR310QLH_rep1
Ets65A_ENCSR811GFT_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain ets3-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Ets65A,Ets65A,input_ENCSR310QLH_rep1
Ets65A_ENCSR811GFT_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain ets3-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Ets65A,Ets65A,input_ENCSR310QLH_rep1
CG42726_ENCSR811NLX_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG42726-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG42726,CG42726,input_ENCSR730IQA_rep1
CG42726_ENCSR811NLX_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain CG42726-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG42726,CG42726,input_ENCSR730IQA_rep1
Vsx2_ENCSR816TQX_rep1,NA,mixed sex wandering third instar larva strain Vsx2-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Vsx2,Vsx2,input_ENCSR708SDJ_rep1
Vsx2_ENCSR816TQX_rep2,NA,mixed sex wandering third instar larva strain Vsx2-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Vsx2,Vsx2,input_ENCSR708SDJ_rep1
Mrtf_ENCSR817ZOL_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain Mrtf-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Mrtf,Mrtf,input_ENCSR542DMG_rep1
Mrtf_ENCSR817ZOL_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain Mrtf-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Mrtf,Mrtf,input_ENCSR542DMG_rep1
Mrtf_ENCSR817ZOL_rep3,embryonic 0-24 hours,embryo (0-24 hours) strain Mrtf-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Mrtf,Mrtf,input_ENCSR542DMG_rep1
E.spl.mbeta-HLH_ENCSR821PDI_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain E(spl)m-beta-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)mbeta-HLH,E(spl)mβ-HLH,input_ENCSR072SDA_rep1
E.spl.mbeta-HLH_ENCSR821PDI_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain E(spl)m-beta-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)mbeta-HLH,E(spl)mβ-HLH,input_ENCSR072SDA_rep1
E.spl.mbeta-HLH_ENCSR821PDI_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain E(spl)m-beta-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)mbeta-HLH,E(spl)mβ-HLH,input_ENCSR072SDA_rep1
h_ENCSR821QQH_rep1,embryonic 0-8 hours,embryo (0-8 hours) strain yellow cinnabar brown speck,h,input_ENCSR615ZGI_rep1
h_ENCSR821QQH_rep2,embryonic 0-8 hours,embryo (0-8 hours) strain yellow cinnabar brown speck,h,input_ENCSR615ZGI_rep1
OdsH_ENCSR824HQS_rep1,NA,wandering third instar larva strain OdsH-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster OdsH,OdsH,input_ENCSR576KIW_rep1
OdsH_ENCSR824HQS_rep2,NA,wandering third instar larva strain OdsH-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster OdsH,OdsH,input_ENCSR576KIW_rep1
br_ENCSR824RLH_rep1,NA,mixed sex wandering third instar larva strain br-rj-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster br,br,input_ENCSR537CBN_rep1
br_ENCSR824RLH_rep2,NA,mixed sex wandering third instar larva strain br-rj-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster br,br,input_ENCSR537CBN_rep1
Asciz_ENCSR829XOQ_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG14962-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Asciz,Asciz,input_ENCSR238IHN_rep1
Asciz_ENCSR829XOQ_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG14962-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Asciz,Asciz,input_ENCSR238IHN_rep1
N_ENCSR829ZIC_rep1,NA,wandering third instar larva strain Notch-GFP stably expressing C-terminal eGFP-tagged N,N,input_ENCSR419QKU_rep1
N_ENCSR829ZIC_rep2,NA,wandering third instar larva strain Notch-GFP stably expressing C-terminal eGFP-tagged N,N,input_ENCSR419QKU_rep1
Drgx_ENCSR832AOR_rep1,embryonic 1 day,embryo (1 day) strain Drgx-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Drgx,Drgx,input_ENCSR482HOH_rep1
Drgx_ENCSR832AOR_rep2,embryonic 1 day,embryo (1 day) strain Drgx-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Drgx,Drgx,input_ENCSR482HOH_rep1
OdsH_ENCSR833LUF_rep1,NA,mixed sex prepupa strain OdsH-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster OdsH  at white prepupa stage,OdsH,input_ENCSR320AIQ_rep1
OdsH_ENCSR833LUF_rep2,NA,mixed sex prepupa strain OdsH-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster OdsH  at white prepupa stage,OdsH,input_ENCSR320AIQ_rep1
OdsH_ENCSR833LUF_rep3,NA,mixed sex prepupa strain OdsH-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster OdsH  at white prepupa stage,OdsH,input_ENCSR320AIQ_rep1
psq_ENCSR842URM_rep1,NA,,psq,input_ENCSR540THM_rep1
psq_ENCSR842URM_rep2,NA,,psq,input_ENCSR540THM_rep1
CG10431_ENCSR844XMJ_rep1,embryonic 0-12 hours,mixed sex embryo (0-12 hours) strain CG10431-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG10431,CG10431,input_ENCSR470OED_rep1
CG10431_ENCSR844XMJ_rep2,embryonic 0-12 hours,mixed sex embryo (0-12 hours) strain CG10431-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG10431,CG10431,input_ENCSR470OED_rep1
CG10431_ENCSR844XMJ_rep3,embryonic 0-12 hours,mixed sex embryo (0-12 hours) strain CG10431-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG10431,CG10431,input_ENCSR470OED_rep1
CG16779_ENCSR846PTH_rep1,NA,mixed sex prepupa strain CG16779-MiMIC genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG16779,CG16779,input_ENCSR653VKU_rep1
CG16779_ENCSR846PTH_rep2,NA,mixed sex prepupa strain CG16779-MiMIC genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG16779,CG16779,input_ENCSR653VKU_rep1
CG16779_ENCSR846PTH_rep3,NA,mixed sex prepupa strain CG16779-MiMIC genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG16779,CG16779,input_ENCSR653VKU_rep1
CG16863_ENCSR848GYF_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain CG16863-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG16863,CG16863,input_ENCSR964VKV_rep1
CG16863_ENCSR848GYF_rep2,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain CG16863-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG16863,CG16863,input_ENCSR964VKV_rep1
CG16863_ENCSR848GYF_rep3,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain CG16863-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG16863,CG16863,input_ENCSR964VKV_rep1
CG6765_ENCSR850IRM_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG6765-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6765,CG6765,input_ENCSR130OWB_rep1
CG6765_ENCSR850IRM_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG6765-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6765,CG6765,input_ENCSR130OWB_rep1
CG6765_ENCSR850IRM_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG6765-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6765,CG6765,input_ENCSR130OWB_rep1
dac_ENCSR851UBK_rep1,prepupa 48 days,mixed sex prepupa (48 days) strain dac-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dac,dac,input_ENCSR303ZWP_rep1
dac_ENCSR851UBK_rep3,prepupa 48 days,mixed sex prepupa (48 days) strain dac-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dac,dac,input_ENCSR303ZWP_rep1
ey_ENCSR855AGQ_rep1,NA,mixed sex wandering third instar larva strain ey-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ey,ey,input_ENCSR266WRF_rep1
ey_ENCSR855AGQ_rep3,NA,mixed sex wandering third instar larva strain ey-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ey,ey,input_ENCSR266WRF_rep1
CG8301_ENCSR855JSV_rep1,pupa 48 hours,mixed sex pupa (48 hours) strain CG8301 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8301,CG8301,input_ENCSR637IJM_rep1
CG8301_ENCSR855JSV_rep2,pupa 48 hours,mixed sex pupa (48 hours) strain CG8301 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8301,CG8301,input_ENCSR637IJM_rep2
Mnt_ENCSR855PBX_rep1,NA,female adult strain Mnt-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Mnt,Mnt,input_ENCSR681OTG_rep1
Mnt_ENCSR855PBX_rep2,NA,female adult strain Mnt-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Mnt,Mnt,input_ENCSR681OTG_rep1
Su.var.205_ENCSR857XGK_rep1,embryonic 16-24 hours,embryo (16-24 hours) strain yellow cinnabar brown speck,Su(var)205,input_ENCSR118ZXA_rep1
Su.var.205_ENCSR857XGK_rep2,embryonic 16-24 hours,embryo (16-24 hours) strain yellow cinnabar brown speck,Su(var)205,input_ENCSR118ZXA_rep1
CG13775_ENCSR861RPB_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG13775-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG13775,CG13775,input_ENCSR595LMX_rep1
CG13775_ENCSR861RPB_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG13775-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG13775,CG13775,input_ENCSR595LMX_rep1
CG13775_ENCSR861RPB_rep4,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG13775-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG13775,CG13775,input_ENCSR595LMX_rep1
Hr51_ENCSR864SNW_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Dhr51-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hr51,Hr51,input_ENCSR728LLK_rep1
Hr51_ENCSR864SNW_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Dhr51-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hr51,Hr51,input_ENCSR728LLK_rep1
Hr51_ENCSR864SNW_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Dhr51-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hr51,Hr51,input_ENCSR728LLK_rep1
gce_ENCSR865KPF_rep1,embryonic 8-24 hours,embryo (8-24 hours) strain gce-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster gce,gce,input_ENCSR382GIY_rep1
gce_ENCSR865KPF_rep2,embryonic 8-24 hours,embryo (8-24 hours) strain gce-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster gce,gce,input_ENCSR382GIY_rep1
gce_ENCSR865KPF_rep3,embryonic 8-24 hours,embryo (8-24 hours) strain gce-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster gce,gce,input_ENCSR382GIY_rep1
Bgb_ENCSR867JOP_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain Bgb-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Bgb,Bgb,input_ENCSR583RLO_rep1
Bgb_ENCSR867JOP_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain Bgb-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Bgb,Bgb,input_ENCSR583RLO_rep1
CG16815_ENCSR870KTR_rep1,embryonic 0-10 hours,mixed sex embryo (0-10 hours) strain CG16815-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG16815,CG16815,input_ENCSR628ZUK_rep1
CG16815_ENCSR870KTR_rep2,embryonic 0-10 hours,mixed sex embryo (0-10 hours) strain CG16815-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG16815,CG16815,input_ENCSR628ZUK_rep1
CG16815_ENCSR870KTR_rep3,embryonic 0-10 hours,mixed sex embryo (0-10 hours) strain CG16815-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG16815,CG16815,input_ENCSR628ZUK_rep1
HLH54F_ENCSR872ZXK_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain HLH54F-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster HLH54F,HLH54F,input_ENCSR100ITO_rep1
HLH54F_ENCSR872ZXK_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain HLH54F-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster HLH54F,HLH54F,input_ENCSR100ITO_rep1
HLH54F_ENCSR872ZXK_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain HLH54F-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster HLH54F,HLH54F,input_ENCSR100ITO_rep1
Mad_ENCSR875FVD_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Mad-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Mad,Mad,input_ENCSR676EOD_rep1
Mad_ENCSR875FVD_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Mad-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Mad,Mad,input_ENCSR676EOD_rep1
CG9705_ENCSR875UKH_rep1,NA,mixed sex wandering third instar larva strain CG9705-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG9705,CG9705,input_ENCSR380CVK_rep1
CG9705_ENCSR875UKH_rep2,NA,mixed sex wandering third instar larva strain CG9705-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG9705,CG9705,input_ENCSR380CVK_rep1
Taf1_ENCSR876FER_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain Taf1-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Taf1,Taf1,input_ENCSR438SMK_rep1
Taf1_ENCSR876FER_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain Taf1-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Taf1,Taf1,input_ENCSR438SMK_rep1
HHEX_ENCSR878RMZ_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG7056-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster HHEX,HHEX,input_ENCSR161QIN_rep1
HHEX_ENCSR878RMZ_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG7056-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster HHEX,HHEX,input_ENCSR161QIN_rep1
HHEX_ENCSR878RMZ_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG7056-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster HHEX,HHEX,input_ENCSR161QIN_rep1
CG32121_ENCSR879ZOH_rep1,pupa 2 days,pupa (2 days) strain CG32121-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG32121,CG32121,input_ENCSR342CYX_rep1
CG32121_ENCSR879ZOH_rep2,pupa 2 days,pupa (2 days) strain CG32121-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG32121,CG32121,input_ENCSR342CYX_rep1
CG17612_ENCSR888TLQ_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG17612-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17612,CG17612,input_ENCSR242WFJ_rep1
CG17612_ENCSR888TLQ_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain CG17612-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17612,CG17612,input_ENCSR242WFJ_rep1
bab1_ENCSR888UWA_rep1,NA,female adult strain bab1-RA (bab1-s)-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster bab1,bab1,input_ENCSR530FXD_rep1
bab1_ENCSR888UWA_rep2,NA,female adult strain bab1-RA (bab1-s)-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster bab1,bab1,input_ENCSR530FXD_rep1
bab1_ENCSR888UWA_rep3,NA,female adult strain bab1-RA (bab1-s)-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster bab1,bab1,input_ENCSR530FXD_rep1
CG17359_ENCSR890AWM_rep1,embryonic 0-14 hours,embryo (0-14 hours) strain CG17359 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17359,CG17359,input_ENCSR840JKR_rep1
