Experiment accession,sample_name,subsample_name,accession,LIBRARY_LAYOUT,input,life_stage_age,perturbed,protein_tags,simple_biosample_summary,File accession,Controlled by,Biological replicate(s),Technical replicate(s),target,Control.experiment
ENCSR069JDM,CG34422_ENCSR069JDM_rep3,1,https://encode-public.s3.amazonaws.com/2021/02/12/d6d24958-23c3-4f2e-9c8c-cc1c49e7388d/ENCFF386SJB.fastq.gz,SINGLE,input_ENCSR797CVA_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain CG34422-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster htk,ENCFF386SJB,ENCFF827PXE,3,3_1,CG34422,ENCSR797CVA
ENCSR073PHL,cic_ENCSR073PHL_rep1,1,https://encode-public.s3.amazonaws.com/2016/12/21/eb252475-ae71-46d1-95df-87d182214f8f/ENCFF163KWQ.fastq.gz,SINGLE,input_ENCSR860XAM_rep1,NA,FALSE,eGFP,mixed sex adult strain cic-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster cic,ENCFF163KWQ,ENCFF551TNJ,1,1_1,cic,ENCSR860XAM
ENCSR073PHL,cic_ENCSR073PHL_rep3,1,https://encode-public.s3.amazonaws.com/2016/12/21/69c78824-3d7e-49cd-b432-f9264466fba5/ENCFF337IZP.fastq.gz,SINGLE,input_ENCSR860XAM_rep1,NA,FALSE,eGFP,mixed sex adult strain cic-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster cic,ENCFF337IZP,ENCFF551TNJ,3,3_1,cic,ENCSR860XAM
ENCSR074LKQ,pan_ENCSR074LKQ_rep1,1,https://encode-public.s3.amazonaws.com/2016/08/22/1ee0e0ef-262a-489a-a8ac-38b5b855af9e/ENCFF437YLI.fastq.gz,SINGLE,input_ENCSR370EGA_rep1,embryonic 16-24 hours,FALSE,,embryo (16-24 hours) strain yellow cinnabar brown speck,ENCFF437YLI,ENCFF456IOD,1,1_1,pan,ENCSR370EGA
ENCSR074LKQ,pan_ENCSR074LKQ_rep2,1,https://encode-public.s3.amazonaws.com/2016/08/22/7aadaec2-8c5e-4378-8526-060fc738cdcc/ENCFF123QCE.fastq.gz,SINGLE,input_ENCSR370EGA_rep1,embryonic 16-24 hours,FALSE,,embryo (16-24 hours) strain yellow cinnabar brown speck,ENCFF123QCE,ENCFF456IOD,2,2_1,pan,ENCSR370EGA
ENCSR074YRV,lola_ENCSR074YRV_rep1,1,https://encode-public.s3.amazonaws.com/2016/08/23/d6470f68-a9c2-4b80-b0cc-35459a698fbe/ENCFF687CDK.fastq.gz,SINGLE,input_ENCSR144AFP_rep1,embryonic 12-24 hours,FALSE,eGFP,embryo (12-24 hours) strain lola-RI-GFP VK00033 stably expressing C-terminal eGFP-tagged lola,ENCFF687CDK,ENCFF876PDP,1,1_1,lola,ENCSR144AFP
ENCSR074YRV,lola_ENCSR074YRV_rep2,1,https://encode-public.s3.amazonaws.com/2016/08/23/4a4daef2-11a7-427c-bad4-e99427bd44c4/ENCFF373IOU.fastq.gz,SINGLE,input_ENCSR144AFP_rep1,embryonic 12-24 hours,FALSE,eGFP,embryo (12-24 hours) strain lola-RI-GFP VK00033 stably expressing C-terminal eGFP-tagged lola,ENCFF373IOU,ENCFF876PDP,2,2_1,lola,ENCSR144AFP
ENCSR078TMF,ovo_ENCSR078TMF_rep1,1,https://encode-public.s3.amazonaws.com/2015/10/21/df4fc953-c270-4c17-99ff-04d3c28f6521/ENCFF339FMR.fastq.gz,SINGLE,input_ENCSR348OGP_rep1,NA,FALSE,eGFP,female adult strain ovo-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ovo,ENCFF339FMR,ENCFF527GRY,1,1_1,ovo,ENCSR348OGP
ENCSR078TMF,ovo_ENCSR078TMF_rep4,1,https://encode-public.s3.amazonaws.com/2015/10/21/defa1bde-a19a-4aa0-8b46-737a18c38fc5/ENCFF492TMU.fastq.gz,SINGLE,input_ENCSR348OGP_rep1,NA,FALSE,eGFP,female adult strain ovo-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ovo,ENCFF492TMU,ENCFF527GRY,4,4_1,ovo,ENCSR348OGP
ENCSR081FZU,sna_ENCSR081FZU_rep1,1,https://encode-public.s3.amazonaws.com/2022/09/27/623a21be-9091-48e8-8676-71a34631f434/ENCFF915RVP.fastq.gz,SINGLE,input_ENCSR183YWR_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain sna-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster sna,ENCFF915RVP,ENCFF810HGO,1,1_1,sna,ENCSR183YWR
ENCSR081FZU,sna_ENCSR081FZU_rep2,1,https://encode-public.s3.amazonaws.com/2022/09/27/b0612ebf-6f4a-42b8-a0a8-11d7cddd4173/ENCFF035DOG.fastq.gz,SINGLE,input_ENCSR183YWR_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain sna-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster sna,ENCFF035DOG,ENCFF810HGO,2,2_1,sna,ENCSR183YWR
ENCSR082FZF,CG2875_ENCSR082FZF_rep1,1,https://encode-public.s3.amazonaws.com/2017/09/11/634ad7cc-5673-4ec0-beef-aab9c5919c2f/ENCFF187SAM.fastq.gz,SINGLE,input_ENCSR665ROL_rep1,embryonic 0-14 hours,FALSE,eGFP,mixed sex embryo (0-14 hours) strain CG2875-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG2875,ENCFF187SAM,ENCFF218ROX,1,1_1,CG2875,ENCSR665ROL
ENCSR082FZF,CG2875_ENCSR082FZF_rep2,1,https://encode-public.s3.amazonaws.com/2017/09/11/86f007f7-251f-4b34-b520-6d497db2de5b/ENCFF482RCL.fastq.gz,SINGLE,input_ENCSR665ROL_rep1,embryonic 0-14 hours,FALSE,eGFP,mixed sex embryo (0-14 hours) strain CG2875-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG2875,ENCFF482RCL,ENCFF218ROX,2,2_1,CG2875,ENCSR665ROL
ENCSR082RBU,Antp_ENCSR082RBU_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/24/1ede7b49-f649-42f4-988f-3eb4c1abe0c6/ENCFF194GDT.fastq.gz,SINGLE,input_ENCSR543PPU_rep1,embryonic 0-24 hours,FALSE,eGFP;3xFLAG,mixed sex embryo (0-24 hours) strain AntP-MiMIC-GFP MI02272 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Antp,ENCFF194GDT,ENCFF831IMA,1,1_1,Antp,ENCSR543PPU
ENCSR082RBU,Antp_ENCSR082RBU_rep2,1,https://encode-public.s3.amazonaws.com/2015/07/24/5373966f-3bb6-4329-ad4d-a60988312509/ENCFF716FHU.fastq.gz,SINGLE,input_ENCSR543PPU_rep1,embryonic 0-24 hours,FALSE,eGFP;3xFLAG,mixed sex embryo (0-24 hours) strain AntP-MiMIC-GFP MI02272 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Antp,ENCFF716FHU,ENCFF831IMA,2,2_1,Antp,ENCSR543PPU
ENCSR082RBU,Antp_ENCSR082RBU_rep3,1,https://encode-public.s3.amazonaws.com/2015/07/24/ef9ba582-c7a3-4617-bfb1-8a7cc9cf4b0a/ENCFF924IVP.fastq.gz,SINGLE,input_ENCSR543PPU_rep1,embryonic 0-24 hours,FALSE,eGFP;3xFLAG,mixed sex embryo (0-24 hours) strain AntP-MiMIC-GFP MI02272 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Antp,ENCFF924IVP,ENCFF831IMA,3,3_1,Antp,ENCSR543PPU
ENCSR086JMG,CG8478_ENCSR086JMG_rep1,1,https://encode-public.s3.amazonaws.com/2017/12/27/e05b9746-2b06-4e94-8362-e3bd4fff975b/ENCFF283ANG.fastq.gz,SINGLE,input_ENCSR563BQL_rep1,NA,FALSE,,strain yellow cinnabar brown speck  at white prepupa stage,ENCFF283ANG,ENCFF178ZOM,1,1_1,CG8478,ENCSR563BQL
ENCSR086JMG,CG8478_ENCSR086JMG_rep2,1,https://encode-public.s3.amazonaws.com/2017/12/27/0a0d510b-78c1-4f17-841b-f5b197707326/ENCFF740VEC.fastq.gz,SINGLE,input_ENCSR563BQL_rep1,NA,FALSE,,strain yellow cinnabar brown speck  at white prepupa stage,ENCFF740VEC,ENCFF178ZOM,2,2_1,CG8478,ENCSR563BQL
ENCSR091FCM,CG16813_ENCSR091FCM_rep1,1,https://encode-public.s3.amazonaws.com/2022/09/27/0db8e327-0eb3-4a3b-ad26-04e6ee49727f/ENCFF908PHU.fastq.gz,SINGLE,input_ENCSR443OXH_rep1,embryonic 0-8 hours,FALSE,eGFP,embryo (0-8 hours) strain CG16813-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG16813,ENCFF908PHU,ENCFF860ANB,1,1_1,CG16813,ENCSR443OXH
ENCSR091FCM,CG16813_ENCSR091FCM_rep2,1,https://encode-public.s3.amazonaws.com/2022/09/27/9fa51e19-f95d-485f-9bbe-657161cd1332/ENCFF328XLD.fastq.gz,SINGLE,input_ENCSR443OXH_rep1,embryonic 0-8 hours,FALSE,eGFP,embryo (0-8 hours) strain CG16813-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG16813,ENCFF328XLD,ENCFF860ANB,2,2_1,CG16813,ENCSR443OXH
ENCSR091FCM,CG16813_ENCSR091FCM_rep3,1,https://encode-public.s3.amazonaws.com/2022/09/27/40c58b30-14a0-4809-a966-5ff0eee06451/ENCFF090OMJ.fastq.gz,SINGLE,input_ENCSR443OXH_rep1,embryonic 0-8 hours,FALSE,eGFP,embryo (0-8 hours) strain CG16813-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG16813,ENCFF090OMJ,ENCFF860ANB,3,3_1,CG16813,ENCSR443OXH
ENCSR092TNF,CG13424_ENCSR092TNF_rep1,1,https://encode-public.s3.amazonaws.com/2019/04/12/7ff6efc1-92ae-4f7f-9618-eb13408b0490/ENCFF553CJT.fastq.gz,SINGLE,input_ENCSR512MTT_rep1,embryonic 6-18 hours,FALSE,eGFP,mixed sex embryo (6-18 hours) strain lms VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster lms,ENCFF553CJT,ENCFF130CAW,1,1_1,CG13424,ENCSR512MTT
ENCSR092TNF,CG13424_ENCSR092TNF_rep2,1,https://encode-public.s3.amazonaws.com/2019/04/12/57d81f35-7a58-4f11-8adc-32400b5a3af9/ENCFF350GAE.fastq.gz,SINGLE,input_ENCSR512MTT_rep1,embryonic 6-18 hours,FALSE,eGFP,mixed sex embryo (6-18 hours) strain lms VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster lms,ENCFF350GAE,ENCFF130CAW,2,2_1,CG13424,ENCSR512MTT
ENCSR094HIY,pad_ENCSR094HIY_rep1,1,https://encode-public.s3.amazonaws.com/2017/09/11/833bdbea-6d4c-4bd0-9631-7082f4b0992f/ENCFF368BQI.fastq.gz,SINGLE,input_ENCSR846JYS_rep1,NA,FALSE,eGFP,female adult strain pad-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster pad,ENCFF368BQI,ENCFF883ITO,1,1_1,pad,ENCSR846JYS
ENCSR094HIY,pad_ENCSR094HIY_rep2,1,https://encode-public.s3.amazonaws.com/2017/09/11/ebc3c513-4bef-4470-9a76-be3f6c6f1a63/ENCFF925QFU.fastq.gz,SINGLE,input_ENCSR846JYS_rep1,NA,FALSE,eGFP,female adult strain pad-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster pad,ENCFF925QFU,ENCFF883ITO,2,2_1,pad,ENCSR846JYS
ENCSR094HIY,pad_ENCSR094HIY_rep3,1,https://encode-public.s3.amazonaws.com/2017/09/11/3d28b054-a162-43b8-9d90-cbbeaf0750b0/ENCFF393TVE.fastq.gz,SINGLE,input_ENCSR846JYS_rep1,NA,FALSE,eGFP,female adult strain pad-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster pad,ENCFF393TVE,ENCFF883ITO,3,3_1,pad,ENCSR846JYS
ENCSR097DMR,Chrac-16_ENCSR097DMR_rep1,1,https://encode-public.s3.amazonaws.com/2016/04/09/af322f28-5bac-4440-b09f-b6cd433af76b/ENCFF918BPW.fastq.gz,SINGLE,input_ENCSR655QMD_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain Chrac-16-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Chrac-16,ENCFF918BPW,ENCFF045OPQ,1,1_1,Chrac-16,ENCSR655QMD
ENCSR097DMR,Chrac-16_ENCSR097DMR_rep2,1,https://encode-public.s3.amazonaws.com/2016/04/09/9dd0bfa5-fb73-4f82-8216-86db48446710/ENCFF674ZNK.fastq.gz,SINGLE,input_ENCSR655QMD_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain Chrac-16-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Chrac-16,ENCFF674ZNK,ENCFF045OPQ,2,2_1,Chrac-16,ENCSR655QMD
ENCSR097DMR,Chrac-16_ENCSR097DMR_rep3,1,https://encode-public.s3.amazonaws.com/2016/04/09/f29ca2df-a52f-4b8a-90a0-a0f2163da047/ENCFF477ONZ.fastq.gz,SINGLE,input_ENCSR655QMD_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain Chrac-16-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Chrac-16,ENCFF477ONZ,ENCFF045OPQ,3,3_1,Chrac-16,ENCSR655QMD
ENCSR098MLT,danr_ENCSR098MLT_rep1,1,https://encode-public.s3.amazonaws.com/2021/01/08/7176e074-7008-4ea9-8388-1f4f755a92b0/ENCFF066GZV.fastq.gz,SINGLE,input_ENCSR765HZT_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain danr-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster danr,ENCFF066GZV,ENCFF525CCU,1,1_1,danr,ENCSR765HZT
ENCSR098MLT,danr_ENCSR098MLT_rep2,1,https://encode-public.s3.amazonaws.com/2021/01/08/8cacac5d-22b5-4027-a6be-ba921f49dc17/ENCFF308LVD.fastq.gz,SINGLE,input_ENCSR765HZT_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain danr-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster danr,ENCFF308LVD,ENCFF525CCU,2,2_1,danr,ENCSR765HZT
ENCSR098NCP,Dfd_ENCSR098NCP_rep1,1,https://encode-public.s3.amazonaws.com/2017/06/15/a3511f13-5c52-4213-a6ec-d85913ab2c80/ENCFF710ZQG.fastq.gz,SINGLE,input_ENCSR302PAQ_rep1,NA,FALSE,eGFP,wandering third instar larva strain 10T-Dfd-GFP stably expressing C-terminal eGFP-tagged Dfd,ENCFF710ZQG,ENCFF475UOY,1,1_1,Dfd,ENCSR302PAQ
ENCSR098NCP,Dfd_ENCSR098NCP_rep2,1,https://encode-public.s3.amazonaws.com/2017/06/15/4aba4ff6-a93d-4667-8925-a9fa8d18b6db/ENCFF413YNX.fastq.gz,SINGLE,input_ENCSR302PAQ_rep2,NA,FALSE,eGFP,wandering third instar larva strain 10T-Dfd-GFP stably expressing C-terminal eGFP-tagged Dfd,ENCFF413YNX,ENCFF475UOY,2,2_1,Dfd,ENCSR302PAQ
ENCSR099DRZ,CG9932_ENCSR099DRZ_rep1,1,https://encode-public.s3.amazonaws.com/2021/09/09/6d763e3d-88c7-4f10-b039-b355436299ea/ENCFF251HDP.fastq.gz,SINGLE,input_ENCSR013OET_rep1,embryonic 8-24 hours,FALSE,eGFP,embryo (8-24 hours) strain CG9932-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG9932,ENCFF251HDP,ENCFF862PGP,1,1_1,CG9932,ENCSR013OET
ENCSR099DRZ,CG9932_ENCSR099DRZ_rep2,1,https://encode-public.s3.amazonaws.com/2021/09/09/64fe81d3-6e51-4126-b762-01ac11a3a76f/ENCFF941GLF.fastq.gz,SINGLE,input_ENCSR013OET_rep1,embryonic 8-24 hours,FALSE,eGFP,embryo (8-24 hours) strain CG9932-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG9932,ENCFF941GLF,ENCFF862PGP,2,2_1,CG9932,ENCSR013OET
ENCSR101LNT,CG3065_ENCSR101LNT_rep1,1,https://encode-public.s3.amazonaws.com/2016/08/02/ba7ead84-670d-42ff-afb2-2815a3a2d846/ENCFF457NGQ.fastq.gz,SINGLE,input_ENCSR903IOU_rep1,embryonic 0-16 hours,FALSE,eGFP,mixed sex embryo (0-16 hours) strain CG3065-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG3065,ENCFF457NGQ,ENCFF058WBY,1,1_1,CG3065,ENCSR903IOU
ENCSR101LNT,CG3065_ENCSR101LNT_rep3,1,https://encode-public.s3.amazonaws.com/2016/08/02/5dfbc6bb-bfb4-445c-90df-1e6f03ea1157/ENCFF470ZXD.fastq.gz,SINGLE,input_ENCSR903IOU_rep1,embryonic 0-16 hours,FALSE,eGFP,mixed sex embryo (0-16 hours) strain CG3065-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG3065,ENCFF470ZXD,ENCFF058WBY,3,3_1,CG3065,ENCSR903IOU
ENCSR103OZL,gsb_ENCSR103OZL_rep1,1,https://encode-public.s3.amazonaws.com/2022/04/04/e1be1e28-b618-43b1-a6f9-d0da4820c554/ENCFF225SPH.fastq.gz,SINGLE,input_ENCSR139TOJ_rep1,embryonic 0-18 hours,FALSE,eGFP,embryo (0-18 hours) strain gsb-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster gsb,ENCFF225SPH,ENCFF681BBJ,1,1_1,gsb,ENCSR139TOJ
ENCSR103OZL,gsb_ENCSR103OZL_rep2,1,https://encode-public.s3.amazonaws.com/2022/04/04/d2efe905-c5d1-4c0b-aa2a-1d8985088701/ENCFF474ZQG.fastq.gz,SINGLE,input_ENCSR139TOJ_rep1,embryonic 0-18 hours,FALSE,eGFP,embryo (0-18 hours) strain gsb-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster gsb,ENCFF474ZQG,ENCFF681BBJ,2,2_1,gsb,ENCSR139TOJ
ENCSR104XOO,trem_ENCSR104XOO_rep1,1,https://encode-public.s3.amazonaws.com/2019/06/17/87023b3d-8b48-4296-ab77-a5d97779569e/ENCFF691FTW.fastq.gz,SINGLE,input_ENCSR111RAO_rep1,embryonic 0-14 hours,FALSE,eGFP,mixed sex embryo (0-14 hours) strain trem attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster trem,ENCFF691FTW,ENCFF953HEE,1,1_1,trem,ENCSR111RAO
ENCSR104XOO,trem_ENCSR104XOO_rep2,1,https://encode-public.s3.amazonaws.com/2019/06/17/e4071f53-9734-4202-94de-b451538dab4a/ENCFF174IOZ.fastq.gz,SINGLE,input_ENCSR111RAO_rep1,embryonic 0-14 hours,FALSE,eGFP,mixed sex embryo (0-14 hours) strain trem attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster trem,ENCFF174IOZ,ENCFF953HEE,2,2_1,trem,ENCSR111RAO
ENCSR104XOO,trem_ENCSR104XOO_rep3,1,https://encode-public.s3.amazonaws.com/2019/06/17/be77eb67-05ac-4658-a7f1-aba004fa848f/ENCFF907ZDD.fastq.gz,SINGLE,input_ENCSR111RAO_rep1,embryonic 0-14 hours,FALSE,eGFP,mixed sex embryo (0-14 hours) strain trem attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster trem,ENCFF907ZDD,ENCFF953HEE,3,3_1,trem,ENCSR111RAO
ENCSR105NBC,knrl_ENCSR105NBC_rep1,1,https://encode-public.s3.amazonaws.com/2022/09/27/4c631876-c1f1-4ed0-9d3e-eb7f3bc20af3/ENCFF775SGL.fastq.gz,SINGLE,input_ENCSR923QLN_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain knrl-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster knrl,ENCFF775SGL,ENCFF250DHX,1,1_1,knrl,ENCSR923QLN
ENCSR105NBC,knrl_ENCSR105NBC_rep2,1,https://encode-public.s3.amazonaws.com/2022/09/27/008894e0-9322-449f-b664-5581692da36f/ENCFF179QNF.fastq.gz,SINGLE,input_ENCSR923QLN_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain knrl-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster knrl,ENCFF179QNF,ENCFF250DHX,2,2_1,knrl,ENCSR923QLN
ENCSR105NBC,knrl_ENCSR105NBC_rep3,1,https://encode-public.s3.amazonaws.com/2022/09/27/fc50b692-e6b6-439e-b914-5a38ced6eb77/ENCFF280DXK.fastq.gz,SINGLE,input_ENCSR923QLN_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain knrl-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster knrl,ENCFF280DXK,ENCFF250DHX,3,3_1,knrl,ENCSR923QLN
ENCSR107VQE,Hr78_ENCSR107VQE_rep1,1,https://encode-public.s3.amazonaws.com/2016/08/24/482de1ba-bafe-4627-a086-1417dd97d4fd/ENCFF221WVK.fastq.gz,SINGLE,input_ENCSR846WHG_rep1,NA,FALSE,eGFP,wandering third instar larva strain Hr78-GFP VK00037 stably expressing C-terminal eGFP-tagged Hr78,ENCFF221WVK,ENCFF406MXX,1,1_1,Hr78,ENCSR846WHG
ENCSR107VQE,Hr78_ENCSR107VQE_rep2,1,https://encode-public.s3.amazonaws.com/2016/08/24/5d8b551e-6c07-475c-bb32-341ab41c28ad/ENCFF038RQG.fastq.gz,SINGLE,input_ENCSR846WHG_rep1,NA,FALSE,eGFP,wandering third instar larva strain Hr78-GFP VK00037 stably expressing C-terminal eGFP-tagged Hr78,ENCFF038RQG,ENCFF406MXX,2,2_1,Hr78,ENCSR846WHG
ENCSR109RMR,tap_ENCSR109RMR_rep1,1,https://encode-public.s3.amazonaws.com/2019/06/17/d570af3f-d11e-4948-8a39-913e959bf0de/ENCFF167FXD.fastq.gz,SINGLE,input_ENCSR250MXW_rep1,embryonic 6-16 hours,FALSE,eGFP,mixed sex embryo (6-16 hours) strain tap attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster tap,ENCFF167FXD,ENCFF359YTX,1,1_1,tap,ENCSR250MXW
ENCSR109RMR,tap_ENCSR109RMR_rep2,1,https://encode-public.s3.amazonaws.com/2019/06/17/7127bd8c-63ed-441f-8cf0-1f12adc3abfb/ENCFF593WQS.fastq.gz,SINGLE,input_ENCSR250MXW_rep1,embryonic 6-16 hours,FALSE,eGFP,mixed sex embryo (6-16 hours) strain tap attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster tap,ENCFF593WQS,ENCFF359YTX,2,2_1,tap,ENCSR250MXW
ENCSR109RMR,tap_ENCSR109RMR_rep3,1,https://encode-public.s3.amazonaws.com/2019/06/17/c29b1e76-674e-4a76-b4b8-ec48a171183e/ENCFF659GRL.fastq.gz,SINGLE,input_ENCSR250MXW_rep1,embryonic 6-16 hours,FALSE,eGFP,mixed sex embryo (6-16 hours) strain tap attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster tap,ENCFF659GRL,ENCFF359YTX,3,3_1,tap,ENCSR250MXW
ENCSR110JFN,schlank_ENCSR110JFN_rep1,1,https://encode-public.s3.amazonaws.com/2018/05/29/8750dfc3-d920-4007-a3e6-f28e195e2ed9/ENCFF724ALB.fastq.gz,SINGLE,input_ENCSR231WZH_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain schlank VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster schlank,ENCFF724ALB,ENCFF664CIS,1,1_1,schlank,ENCSR231WZH
ENCSR110JFN,schlank_ENCSR110JFN_rep2,1,https://encode-public.s3.amazonaws.com/2018/05/29/f0a95f12-d2bf-4117-bbbf-55ffc8e34c66/ENCFF376XFZ.fastq.gz,SINGLE,input_ENCSR231WZH_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain schlank VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster schlank,ENCFF376XFZ,ENCFF664CIS,2,2_1,schlank,ENCSR231WZH
ENCSR110JOZ,Lim3_ENCSR110JOZ_rep1,1,https://encode-public.s3.amazonaws.com/2021/01/08/cef9f6c0-7516-4b0f-b8aa-257285356b58/ENCFF623VHL.fastq.gz,SINGLE,input_ENCSR852DOZ_rep1,embryonic 8-24 hours,FALSE,eGFP,embryo (8-24 hours) strain Lim3-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Lim3,ENCFF623VHL,ENCFF985XRF,1,1_1,Lim3,ENCSR852DOZ
ENCSR110JOZ,Lim3_ENCSR110JOZ_rep2,1,https://encode-public.s3.amazonaws.com/2021/01/08/dbe26fc0-cef2-4b8d-80e8-8ef6adc0c7f7/ENCFF241OTH.fastq.gz,SINGLE,input_ENCSR852DOZ_rep1,embryonic 8-24 hours,FALSE,eGFP,embryo (8-24 hours) strain Lim3-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Lim3,ENCFF241OTH,ENCFF985XRF,2,2_1,Lim3,ENCSR852DOZ
ENCSR110QRS,Dip3_ENCSR110QRS_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/24/66ef9d85-f1c3-4cc1-9e6d-9040710c0f2b/ENCFF441OGL.fastq.gz,SINGLE,input_ENCSR506OGY_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain Dip3-GFP VK00031 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Dlip3,ENCFF441OGL,ENCFF573GQQ,1,1_1,Dip3,ENCSR506OGY
ENCSR110QRS,Dip3_ENCSR110QRS_rep2,1,https://encode-public.s3.amazonaws.com/2015/07/24/a7cbab1b-b29a-4d67-bfe5-183b48387eb1/ENCFF749YYW.fastq.gz,SINGLE,input_ENCSR506OGY_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain Dip3-GFP VK00031 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Dlip3,ENCFF749YYW,ENCFF573GQQ,2,2_1,Dip3,ENCSR506OGY
ENCSR110QRS,Dip3_ENCSR110QRS_rep3,1,https://encode-public.s3.amazonaws.com/2015/07/24/86d6c59d-7e3f-430c-a621-e181b34b4b75/ENCFF844VJU.fastq.gz,SINGLE,input_ENCSR506OGY_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain Dip3-GFP VK00031 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Dlip3,ENCFF844VJU,ENCFF573GQQ,3,3_1,Dip3,ENCSR506OGY
ENCSR118TAH,CG17806_ENCSR118TAH_rep1,1,https://encode-public.s3.amazonaws.com/2018/09/18/ac9df6e2-c892-4083-98dc-df6f052d2d10/ENCFF933LOP.fastq.gz,SINGLE,input_ENCSR188ZKB_rep1,pupa 24 hours,FALSE,eGFP,pupa (24 hours) strain CG17806 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17806,ENCFF933LOP,ENCFF932MLY,1,1_1,CG17806,ENCSR188ZKB
ENCSR118TAH,CG17806_ENCSR118TAH_rep2,1,https://encode-public.s3.amazonaws.com/2018/09/18/19438521-d298-4389-a400-5b6360287d83/ENCFF246HBS.fastq.gz,SINGLE,input_ENCSR188ZKB_rep1,pupa 24 hours,FALSE,eGFP,pupa (24 hours) strain CG17806 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17806,ENCFF246HBS,ENCFF932MLY,2,2_1,CG17806,ENCSR188ZKB
